Country,Economy Code,ISO Code,Region,Income Group,Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?,Total(thousands),Overnight(thousands),OneDay(thousands),Cruise(thousands),Expenditures(USMillion)
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2003,63.8,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,492,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,23.6,21,3,NA,79
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2004,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,69,NA,NA,112
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2005,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,67,NA,NA,138
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2006,70,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,63,NA,NA,150
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2007,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,70,NA,NA,229
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2008,76.3,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,73,NA,NA,293
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2009,78.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,60,NA,NA,240
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2010,78.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,64,NA,NA,222
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2011,78.8,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,25,Yes,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,75,NA,NA,253
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2012,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,89,NA,NA,279
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2013,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,96,NA,NA,324
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2014,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,94,NA,NA,328
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2015,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,94,NA,NA,300
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2016,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,121,NA,NA,344
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2017,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,No,0,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,145,NA,NA,442
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2018,84.4,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,160,NA,NA,500
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2019,87.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,174,NA,NA,521
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2020,87.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,29,NA,NA,353
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2021,87.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,69,NA,NA,484
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2022,87.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2023,87.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,126,Yes,Yes,14,Yes,1039,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes,NA,NA,NA,NA,NA
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,1995,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,101,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,108,NA,NA,NA,33
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,1996,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,101,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,71,NA,NA,NA,20
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,1997,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,101,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,82,NA,NA,NA,25
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,1998,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,101,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,197,165,NA,NA,47
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,1999,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,101,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,160,155,NA,NA,43
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2000,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,158,154,NA,NA,43
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2001,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,192,187,NA,NA,49
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2002,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,235,229,NA,NA,143
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2003,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,205,201,NA,NA,154
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2004,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,305,301,NA,NA,205
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2005,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,345,339,NA,NA,203
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2006,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,408,404,NA,NA,261
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2007,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,455,452,NA,NA,349
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2008,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,469,446,NA,NA,272
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2009,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,465,412,NA,NA,253
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2010,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,557,456,NA,NA,288
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2011,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,627,460,NA,NA,197
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2012,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,624,476,NA,NA,215
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2013,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,515,418,NA,NA,236
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2014,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,506,393,NA,NA,257
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2015,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,467,386,NA,NA,279
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2016,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,471,404,NA,NA,379
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2017,80,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,543,469,NA,NA,462
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2018,82.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,120,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,598,529,NA,NA,526
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2019,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,120,Yes,No,0,Yes,0,1095,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,637,577,NA,NA,605
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2020,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,120,Yes,No,0,Yes,0,1095,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,67,59,NA,NA,49
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2021,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,120,Yes,No,0,Yes,0,1095,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,39,33,NA,NA,34
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2022,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,120,Yes,No,0,Yes,1095,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,NA,NA,NA,NA
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,2023,90.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,120,Yes,Yes,14,Yes,1095,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,NA,NA,NA,NA
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,1995,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,1996,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,1997,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,1998,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,1999,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2000,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2001,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2002,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,136,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2003,61.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,142,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2004,64.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,270,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,188,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2005,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,272,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2006,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,378,NA,NA,..
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2007,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,984,NA,NA,660
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2008,67.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,1031,NA,NA,859
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2009,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,1044,NA,NA,792
