country,economy_code,iso_code,region,income_group,year,wbl_index,mobility,living_choice,travel_outside_home,passport_apply,travel_outside_country,workplace,get_job,law_gender_discr,employ_harrass_legisl,employ_harrass_crim_penalty,pay,equal_pay,night_work,dangerous_job,industrial_job,marriage,law_married_obey,head_of_hh,legisl_dom_violence,obtain_judgement_divorce,rights_remarry,parenthood,mother_paid_leave_avail,paid_mat_leave_length,gov_benefits_mat_leave,father_paid_leave_avail,paid_pat_leave_length,paid_parental_leave_avail,shared_days,mother_num_days,father_num_days,dismiss_preg_workers,entrepreneurship,credit_access_gender_discrim,sign_contract,register_business,open_bank_acc,assets,immov_prop_ownership,children_inherit_assets,surviving_spouses_inherit_assets,spouses_admin_authority_assets,valuation_nonmon_contrib,pension,retire_age_full_benefits,retire_age_partial_benefits,mandatory_retire_age,pension_ben_childcare_absence,total,overnight,oneday,cruise,expenditures
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2001,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,475000,NA,NA,132000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2002,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,487000,NA,NA,136000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2003,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,597000,NA,NA,70000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2004,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,657000,NA,NA,97000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2005,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,660000,NA,NA,83000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2006,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,630000,NA,NA,59000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2007,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,716000,NA,NA,97000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2008,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,731000,NA,NA,80000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2009,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,763000,NA,NA,75000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2010,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,792000,NA,NA,91000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2011,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,816000,NA,NA,334000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2012,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,1059000,NA,NA,550000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2013,53.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,2044000,NA,NA,964000
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2014,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,3081000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2015,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,4681000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2016,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,2907000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2017,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,3443000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2018,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,3551000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2019,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,4364000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2020,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,903000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2021,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,131000,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2022,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2023,58.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,21,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No,NA,NA,NA,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,1995,45.6,50,No,Yes,No,Yes,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,20,No,84,No,No,0,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,421000,272000,149000,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,1996,48.1,50,No,Yes,No,Yes,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,0,No,No,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,560000,461000,99000,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,1997,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,610000,502000,108000,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,1998,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,681000,614000,67000,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,1999,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,694000,635000,59000,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2000,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,759000,656000,103000,NA,145000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2001,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,700000,670000,30000,NA,250000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2002,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,799000,757000,42000,NA,244000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2003,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,739000,695000,44000,NA,383000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2004,71.3,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,986000,716000,NA,NA,426000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2005,73.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,856000,778000,78000,NA,362000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2006,73.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,961000,833000,127000,NA,474000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2007,73.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1048000,929000,119000,NA,541000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2008,73.8,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1079000,931000,148000,NA,485000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2009,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1100000,980000,120000,NA,507000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2010,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1114000,984000,130000,NA,471000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2011,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1163000,1027000,136000,NA,516000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2012,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1245000,1079000,166000,NA,416000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2013,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1327000,1176000,151000,NA,357000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2014,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1429000,1320000,109000,NA,552000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2015,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1488000,1388000,100000,NA,540000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2016,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1551000,1469000,82000,NA,295000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2017,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1581000,1499000,82000,NA,449000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2018,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1639000,1557000,82000,NA,488000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2019,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,1651000,1596000,55000,NA,451000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2020,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,187000,170000,18000,NA,155000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2021,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,261000,233000,29000,NA,143000
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2022,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,2023,86.3,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,84,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Nepal,NPL,NPL,South Asia,Lower middle income,1995,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,363000,NA,NA,232000
Nepal,NPL,NPL,South Asia,Lower middle income,1996,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,394000,NA,NA,237000
Nepal,NPL,NPL,South Asia,Lower middle income,1997,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,422000,NA,NA,201000
Nepal,NPL,NPL,South Asia,Lower middle income,1998,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,464000,NA,NA,248000
Nepal,NPL,NPL,South Asia,Lower middle income,1999,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,492000,NA,NA,229000
Nepal,NPL,NPL,South Asia,Lower middle income,2000,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,464000,NA,NA,219000
Nepal,NPL,NPL,South Asia,Lower middle income,2001,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,361000,NA,NA,191000
Nepal,NPL,NPL,South Asia,Lower middle income,2002,39.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,0,No,No,No,No,No,25,No,No,Yes,No,NA,275000,NA,NA,134000
Nepal,NPL,NPL,South Asia,Lower middle income,2003,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,338000,NA,NA,232000
Nepal,NPL,NPL,South Asia,Lower middle income,2004,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,385000,NA,NA,260000
Nepal,NPL,NPL,South Asia,Lower middle income,2005,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,375000,NA,NA,160000
Nepal,NPL,NPL,South Asia,Lower middle income,2006,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,384000,NA,NA,157000
Nepal,NPL,NPL,South Asia,Lower middle income,2007,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,40,Yes,No,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,527000,NA,NA,234000
Nepal,NPL,NPL,South Asia,Lower middle income,2008,46.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,500000,NA,NA,353000
Nepal,NPL,NPL,South Asia,Lower middle income,2009,46.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,510000,NA,NA,439000
Nepal,NPL,NPL,South Asia,Lower middle income,2010,49.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,603000,NA,NA,378000
Nepal,NPL,NPL,South Asia,Lower middle income,2011,49.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,736000,NA,NA,415000
Nepal,NPL,NPL,South Asia,Lower middle income,2012,49.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,80,Yes,Yes,Yes,No,Yes,0,No,52,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,Yes,No,NA,803000,NA,NA,379000
